HS Code,Description,CD,SD,VAT,AIT,RD,ATV,
02109990,MEAT AND EDIBLE MEAT OFFAL;SALTED;IN BRINE;DRIED OR SMOKED;OTHER; Nes,CD 25%,SD 0%,VAT 0%,AIT 5%,RD 3%,ATV 5%,41.11,
03011100,Ornamental fish; Freshwater,CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
03011900,Ornamental fish Excl.  Freshwater,CD 25%,SD 0%,VAT 15%,AIT 5%,RD 3%,ATV 5%,60.31,
03019110,Live Trout(Salmo Trutta;Onc'Ync'Mykiss;Clarki;Ag'Ab'Ta;Gilae;Apach.) fry,CD 0%,SD 0%,VAT 0%,AIT 0%,RD 0%,ATV 5%,6.33,
03019190,Live Trout(Salmo Trutta;Onc'Ync'Mykiss;Clarki;Ag'Ab'Ta;Gilae;Apa.)(Ex.fry),CD 25%,SD 0%,VAT 0%,AIT 5%,RD 3%,ATV 5%,41.11,
03019210,Live Eels Fry,CD 0%,SD 0%,VAT 0%,AIT 0%,RD 0%,ATV 5%,6.33,
03019290,Live Eels; Excl. Fry,CD 25%,SD 0%,VAT 0%,AIT 5%,RD 3%,ATV 5%,41.11,
03019310,CARP(CYPRINUS CARPIO; CARASSIUS;CTENOPHARYNGODON IDELLUS;....MYLOPHARYNGODON PICEUS;FRY,CD 0%,SD 0%,VAT 0%,AIT 0%,RD 0%,ATV 5%,6.33,
03019390,OTHER CARP(CYPRINUS CARPIO; CARASSIUS;CTENOPHARYNGODON IDELLUS;..MYLOPHARYNGODON PICEUS,CD 25%,SD 0%,VAT 0%,AIT 5%,RD 3%,ATV 5%,41.11,
03019410,ATLANTIC & PACIFIC BLUEFIN TUNAS(THUNNUS THYNNUS; THUNNUS ORIENTALIS) FRY,CD 0%,SD 0%,VAT 0%,AIT 5%,RD 0%,ATV 5%,11.33,
03019490,OTHER ATLANTIC & PACIFIC BLUEFIN TUNAS(THUNNUS THYNNUS; THUNNUS ORIENTALIS),CD 25%,SD 0%,VAT 0%,AIT 5%,RD 3%,ATV 5%,41.11,
03019510,Southern bluefin tunas (Thunnus maccoyii) Fry,CD 0%,SD 0%,VAT 0%,AIT 5%,RD 0%,ATV 5%,11.33,
03019590,Southern bluefin tunas (Thunnus maccoyii); Excl. Fry,CD 25%,SD 0%,VAT 0%,AIT 5%,RD 3%,ATV 5%,41.11,
03019910,Other Live Fish (Excl. Trout;Eels & Carps) Fry,CD 0%,SD 0%,VAT 0%,AIT 0%,RD 0%,ATV 5%,6.33,
03019990,Other Live Fish;(Excl.Trout; Eels & Carps) Excl. Fry,CD 25%,SD 0%,VAT 0%,AIT 5%,RD 3%,ATV 5%,41.11,
03021110,Fresh Or Chill. Trout (Excl. Livers & Roes) Wrapped/Canned upto 2.5 kg,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
03021190,Fresh Or Chill. Trout (Excl. Livers & Roes);Nes,CD 25%,SD 20%,VAT 0%,AIT 5%,RD 3%,ATV 5%,68.33,
03021310,Pacific salmon (Oncorhynchus nerka; Oncorhynchus gorbuscha . rhodurus); Wrapped/canne,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
03021390,Pacific salmon (Oncorhynchus nerka; Oncorhynchus gorbuscha . rhodurus); Excl. Wrapped,CD 25%,SD 20%,VAT 0%,AIT 5%,RD 3%,ATV 5%,68.33,
03021410,Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho) Wrapped/canned upto 2.5,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
03021490,Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho) EXCL. Wrapped/canned up,CD 25%,SD 20%,VAT 0%,AIT 5%,RD 3%,ATV 5%,68.33,
03021910,FISH...RUHI;KATLA;MRIGEL;PANGASH;KARP AND ALIKE WRAPPED/CANNED UPTO 2.5KG,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
03021990,Fish...ruhi;katla;......;pangash; karp & alike; excl. wrapped/canned upto 2.5kg Other,CD 25%,SD 20%,VAT 0%,AIT 5%,RD 3%,ATV 5%,68.33,
03022110,Fresh Or Chilled Halibut (Excl. Livers & Roes) Wrapped/Canned upto 2.5kg,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
03022190,Fresh Or Chilled Halibut (Excl. Livers & Roes);NES,CD 25%,SD 20%,VAT 0%,AIT 5%,RD 3%,ATV 5%,68.33,
03022210,Fresh Or Chilled Plaice (Excl.Livers & Roes) Wrapped/Canned upto 2.5kg,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
03022290,Fresh Or Chilled Plaice (Excl. Livers & Roes);nes,CD 25%,SD 20%,VAT 0%,AIT 5%,RD 3%,ATV 5%,68.33,
03022310,Fresh Or Chilled Sole (Excl. Livers & Roes) Wrapped/Canned upto 2.5kg,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
03022390,Fresh Or Chilled Sole (Excl. Livers & Roes) ;nes,CD 25%,SD 20%,VAT 0%,AIT 5%,RD 3%,ATV 5%,68.33,
03022410,Turbots (Psetta maxima) Wrapped/canned upto 2.5 Kg,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
03022490,Other Turbots (Psetta maxima),CD 25%,SD 20%,VAT 0%,AIT 5%,RD 3%,ATV 5%,68.33,
03022910,Fresh Or Chilled;Oth.Flat Fish(Excl.Livers & Roes);Wrapped/Canned upto 2.5kg,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
03022990,Fresh Or Chilled;Oth.Flat Fish(Excl.Livers & Roes);nes,CD 25%,SD 20%,VAT 0%,AIT 5%,RD 3%,ATV 5%,68.33,
03023110,Fresh/Chilled Albacore Or Longfinned Tunas(Excl.Livers & Roes)Wra/Can upto 2.5kg,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
03023190,Fresh Or Chilled Albacore Or Longfinned Tunas(Excl.Livers & Roes);nes,CD 25%,SD 20%,VAT 0%,AIT 5%,RD 3%,ATV 5%,68.33,
03023210,Fresh Or Chilled Yellowfin Tunas (Excl.Livers & Roes)Wrapped/Canned upto 2.5kg,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
03023290,Fresh Or Chilled Yellowfin Tunas (Excl. Livers & Roes);nes,CD 25%,SD 20%,VAT 0%,AIT 5%,RD 3%,ATV 5%,68.33,
03023310,Fresh/Chilled Skipjack Or Stripe-Bellied Bonito(Ex.Livers & Roes)Wr/Ca upto 2.5kg,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
03023390,Fresh Or Chilled Skipjack Or Stripe-Bellied Bonito(Ex.Livers & Roes);nes,CD 25%,SD 20%,VAT 0%,AIT 5%,RD 3%,ATV 5%,68.33,
03023410,BIGEYE TUNAS (THUNNUS OBESUS) EXCLUDING WRAPPED/CANNED upto 2.5kg,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
03023490,BIGEYE TUNAS (THUNNSU OBESUS);nes.,CD 25%,SD 20%,VAT 0%,AIT 5%,RD 3%,ATV 5%,68.33,
03023510,ATLANTIC & PACIFIC BLUEFIN TUNAS (THUNNUS THYNNUS;THUNNUS ORI.)WRAPPED/CANNED UPTO 2.,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
03023590,OTHER ATLANTIC & PACIFIC BLUEFIN TUNAS (THUNNUS THYNNUS..)EXCL WRAPPED/CANNED UPTO 2.,CD 25%,SD 20%,VAT 0%,AIT 5%,RD 3%,ATV 5%,68.33,
03023610,SOUTHEM BLUEFIN TUNAS (THUNNUS MACCOYII) WRA/CANN UPTO 2.5KG,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
03023690,SOUTHEM BLUEFIN TUNAS (THUNNUS MACCOYII);NES,CD 25%,SD 20%,VAT 0%,AIT 5%,RD 3%,ATV 5%,68.33,
03023910,Fresh Or Chilled Tunas; Nes; (Excl. Livers & Roes) Wrapped/Canned Upto 2.5kg,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
03023990,Fresh Or Chilled Tunas; Nes;(Excl.Livers & Roes);nes,CD 25%,SD 20%,VAT 0%,AIT 5%,RD 3%,ATV 5%,68.33,
03024110,Herrings (Clupea harengus; Clupea pallasi; Wrapped/canned upto 2.5 Kg,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
03024190,Herrings (Clupea harengus; Clupea pallasi; EXCL. Wrapped/canned upto 2.5 Kg,CD 25%,SD 20%,VAT 0%,AIT 5%,RD 3%,ATV 5%,68.33,
03024210,Anchovies (Engraulis spp); Wrapped/canned upto 2.5 Kg,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
03024290,Anchovies (Engraulis spp); EXCL. Wrapped/canned upto 2.5 Kg,CD 25%,SD 20%,VAT 0%,AIT 5%,RD 3%,ATV 5%,68.33,
03024310,Sardines ( Sardina pilachardus); sardinella (Sardinella spp); brisling  . sprattus)Wr,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
03024390,Sardines ( Sardina pilachardus); sardinella (Sardinella spp); brisling  . sprattus) E,CD 25%,SD 20%,VAT 0%,AIT 5%,RD 3%,ATV 5%,68.33,
03024410,Mackerel ( Scomber scombrus; Scomber australasicus; Scomber japonicus); Wrapped/canne,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
03024490,Mackerel ( Scomber scombrus; Scomber australasicus; Scomber japonicus); EXCL. Wrapped,CD 25%,SD 20%,VAT 0%,AIT 5%,RD 3%,ATV 5%,68.33,
03024510,Jack and horse mackerel (Trachurus spp); Wrapped/canned upto 2.5 Kg,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
03024590,Jack and horse mackerel (Trachurus spp); EXCL. Wrapped/canned upto 2.5 Kg,CD 25%,SD 20%,VAT 0%,AIT 5%,RD 3%,ATV 5%,68.33,
03024610,cobia (Rachycentron canadum); Wrapped/canned upto 2.5 Kg,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
03024690,cobia (Rachycentron canadum); EXCL.Wrapped/canned upto 2.5 Kg,CD 25%,SD 20%,VAT 0%,AIT 5%,RD 3%,ATV 5%,68.33,
03024710,swordfish (Xiphias gladius); Wrapped/canned upto 2.5 Kg,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
03024790,swordfish (Xiphias gladius); EXCL. Wrapped/canned upto 2.5 Kg,CD 25%,SD 20%,VAT 0%,AIT 5%,RD 3%,ATV 5%,68.33,
03024910,Other Wrapped/canned upto 2.5 kg,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
03024990,Other excl. Wrapped/canned upto 2.5 kg,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
03025110,Fish of the families Bregmacerotidae; Euclichthyidae;..:; Cod (Gadus morhua; ...); Wr,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
03025190,Fish of the families Bregmacerotidae; Euclichthyidae;..:; Cod (Gadus morhua; ...); EX,CD 25%,SD 20%,VAT 0%,AIT 5%,RD 3%,ATV 5%,68.33,
03025210,Haddock (Melanogrammus aeglefinus); Wrapped/canned upto 2.5 Kg,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
03025290,Haddock (Melanogrammus aeglefinus); EXCL. Wrapped/canned upto 2.5 Kg,CD 25%,SD 20%,VAT 0%,AIT 5%,RD 3%,ATV 5%,68.33,
03025310,Coalfish (Pollachius virens); Wrapped/canned upto 2.5 Kg,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
03025390,Coalfish (Pollachius virens); EXCL. Wrapped/canned upto 2.5 Kg,CD 25%,SD 20%,VAT 0%,AIT 5%,RD 3%,ATV 5%,68.33,
03025410,Hake (Merluccius spp; Urophycis spp); Wrapped/canned upto 2.5 Kg,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
03025490,Hake (Merluccius spp; Urophycis spp);  EXCL. Wrapped/canned upto 2.5 Kg,CD 25%,SD 20%,VAT 0%,AIT 5%,RD 3%,ATV 5%,68.33,
03025510,Alaska Pollack (Theraga chalcogramma); Wrapped/canned upto 2.5 Kg,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
03025590,Alaska Pollack (Theraga chalcogramma); EXCL. Wrapped/canned upto 2.5 Kg,CD 25%,SD 20%,VAT 0%,AIT 5%,RD 3%,ATV 5%,68.33,
03025610,Blue whitings (Micromesistius poutassou; Micromesistius australis); Wrapped/canned up,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
03025690,Blue whitings (Micromesistius poutassou; Micromesistius australis); EXCL. Wrapped/can,CD 25%,SD 20%,VAT 0%,AIT 5%,RD 3%,ATV 5%,68.33,
03025910,Other than Blue whitings ; Wrapped/canned upto 2.5 Kg,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
03025990,Other than Blue withing; EXCL. Wrapped/canned upto 2.5 Kg,CD 25%,SD 20%,VAT 0%,AIT 5%,RD 3%,ATV 5%,68.33,
03027110,Tilapias (Oreochromis spp); Wrapped/canned upto 2.5 Kg,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
03027190,Tilapias (Oreochromis spp); EXCL. Wrapped/canned upto 2.5 Kg,CD 25%,SD 20%,VAT 0%,AIT 5%,RD 3%,ATV 5%,68.33,
03027210,Catfish (Pangasius spp; Silurus spp; Clarias spp; Ictalurus spp); Wrapped/canned upto,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
03027290,Catfish (Pangasius spp; Silurus spp; Clarias spp; Ictalurus spp); EXCL. Wrapped/canne,CD 25%,SD 20%,VAT 0%,AIT 5%,RD 3%,ATV 5%,68.33,
03027310,Carp (Cyprinus carpio; Carassius carassius;   ...; Mylopharyngodon piceus). Wrapped/c,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
03027390,Carp (Cyprinus carpio; Carassius carassius;   ...; Mylopharyngodon piceus). EXCL.Wrap,CD 25%,SD 20%,VAT 0%,AIT 5%,RD 3%,ATV 5%,68.33,
03027410,Eels (Anguilla spp); Wrapped/canned upto 2.5 Kg,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
03027490,Eels (Anguilla spp); EXCL. Wrapped/canned upto 2.5 Kg,CD 25%,SD 20%,VAT 0%,AIT 5%,RD 3%,ATV 5%,68.33,
03027910,Other than Eels; Wrapped/canned upto 2.5 Kg,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
03027990,Other than Eels; EXCL. Wrapped/canned upto 2.5 Kg,CD 25%,SD 20%,VAT 0%,AIT 5%,RD 3%,ATV 5%,68.33,
03028110,Dogfish and other sharks; Wrapped/canned upto 2.5 Kg,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
03028190,Dogfish and other sharks; EXCL. Wrapped/canned upto 2.5 Kg,CD 25%,SD 20%,VAT 0%,AIT 5%,RD 3%,ATV 5%,68.33,
03028210,Rays and skates (Rajidae); Wrapped/canned upto 2.5 Kg,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
03028290,Rays and skates (Rajidae); EXCL. Wrapped/canned upto 2.5 Kg,CD 25%,SD 20%,VAT 0%,AIT 5%,RD 3%,ATV 5%,68.33,
03028310,Toothfish (Dissostichus spp); Wrapped/canned upto 2.5 Kg,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
03028390,Toothfish (Dissostichus spp); EXCL. Wrapped/canned upto 2.5 Kg,CD 25%,SD 20%,VAT 0%,AIT 5%,RD 3%,ATV 5%,68.33,
03028410,Seabass (Dicentrarchus spp); Wrapped/canned upto 2.5 Kg,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
03028490,Seabass (Dicentrarchus spp); EXCL. Wrapped/canned upto 2.5 Kg,CD 25%,SD 20%,VAT 0%,AIT 5%,RD 3%,ATV 5%,68.33,
03028510,Seabream (Sparidae); Wrapped/canned upto 2.5 Kg,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
03028590,Seabream (Sparidae); EXCL. Wrapped/canned upto 2.5 Kg,CD 25%,SD 20%,VAT 0%,AIT 5%,RD 3%,ATV 5%,68.33,
03028911,Hilsha fish wrapped/canned upto 2.5 kg,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
03028919,Hilsha fish  (EXCL.wrapped/canned upto 2.5 kg),CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
03028991,Other than Hilsha fish wrapped/canned upto 2.5 kg,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
03028999,Other than Hilsha fish  (EXCL.wrapped/canned upto 2.5 kg ),CD 25%,SD 20%,VAT 0%,AIT 5%,RD 3%,ATV 5%,68.33,
03029110,Livers; roes and milt wrapped/canned upto 2.5 Kg,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
03029190,Livers; roes and milt Wrapped/canned upto 2.5 kg,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
03029210,Wrapped/canned upto 2.5 kg,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
03029290,Shark Fish Wrapped/canned upto 2.5 kg,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
03029910,other,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
03029990,Other,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
03031110,SOCKEYE SALMON (RED SALMON) ONCORHYNCHUS NERKA WRA/CANNED UPTO 2.5KG,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
03031190,SOCKEYE SALMON (RED SALMON) ONCORHYNCHUS MERKA;NES,CD 25%,SD 20%,VAT 0%,AIT 5%,RD 3%,ATV 5%,68.33,
03031210,Other Pacific salmon (Oncorhynchus gorbuscha; ...sou and Oncorhynchus rhodurus) Wrapped/,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
03031290,Other Pacific salmon (Oncorhynchus gorbuscha; ... kisutch; Oncorhynchus masou and Oncorh,CD 25%,SD 20%,VAT 0%,AIT 5%,RD 3%,ATV 5%,68.33,
03031310,Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho); Wrapped/canned upto 2.5 K,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
03031390,Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho); EXCL. Wrapped/canned upto,CD 25%,SD 20%,VAT 0%,AIT 5%,RD 3%,ATV 5%,68.33,
03031410,Trout (Salmo trutta; Oncorhynchus mykiss; Oncorhynchus ..Oncorhynchus chrysogaster) Wrap,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
03031490,Trout (Salmo trutta; Oncorhynchus mykiss; Oncorhynchus ..Oncorhyn chrysogaster) EXCL.Wra,CD 25%,SD 20%,VAT 0%,AIT 5%,RD 3%,ATV 5%,68.33,
03031910,PACIFIC SALMON EXCCLUDING LIVERS AND ROSE; OTHER WRAPPED/CANNED UPTO 2.5KG,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
03031990,PACIFIC SALMON EXCCLUDING LIVERS AND ROSE; OTHER;NES,CD 25%,SD 20%,VAT 0%,AIT 5%,RD 3%,ATV 5%,68.33,
03032310,Tilapias (Oreochromis spp) Wrapped/canned upto 2.5 Kg,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
03032390,Other Tilapias (Oreochromis spp),CD 25%,SD 20%,VAT 0%,AIT 5%,RD 3%,ATV 5%,68.33,
03032410,Catfish (Pangasius spp; Silurus spp; Clarias spp; Ictalurus spp) Wrapped/canned upto 2.5,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
03032490,Other Catfish (Pangasius spp; Silurus spp; Clarias spp; Ictalurus spp),CD 25%,SD 20%,VAT 0%,AIT 5%,RD 3%,ATV 5%,68.33,
03032510,Carp (Cyprinus carpio; Carassius carassius; Ctenopharyngodon  ..piceus) Wrapped/canned u,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
03032590,Other Carp (Cyprinus carpio; Carassius carassius; .. spp; Cirrhinus spp; Mylopharyngodon,CD 25%,SD 20%,VAT 0%,AIT 5%,RD 3%,ATV 5%,68.33,
03032610,Eels (Anguilla spp); Wrapped/canned upto 2.5 Kg,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
03032690,Eels (Anguilla spp); EXCL. Wrapped/canned upto 2.5 Kg,CD 25%,SD 20%,VAT 0%,AIT 5%,RD 3%,ATV 5%,68.33,
03032910,FISH FROZEN..WRAPPED/CANNED UPTO 2.5KG RUHI;KATLA;MRIGLE;PANGASH;KARP AND ALIKE,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
03032990,Fish frozen.. Excl. wrapped/canned upto 2.5kg  ruhi; katla;..;karp and alike Other,CD 25%,SD 20%,VAT 0%,AIT 5%,RD 3%,ATV 5%,68.33,
03033110,Frozen Halibut (Excl. Livers & Roes) Wrapped/Canned Upto 2.5kg,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
03033190,Frozen Halibut (Excl. Livers & Roes);nes,CD 25%,SD 20%,VAT 0%,AIT 5%,RD 3%,ATV 5%,68.33,
03033210,Frozen Plaice; (Excl. Livers & Roes); Wrapped/Canned upto 2.5kg,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
03033290,Frozen Plaice; (Excl. Livers  & Roes);nes,CD 25%,SD 20%,VAT 0%,AIT 5%,RD 3%,ATV 5%,68.33,
03033310,Frozen Sole; (Excl. Libers & Roes); Wrapped/Canned Upto 2.5kg,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
03033390,Frozen Sole; (Excl.Livers & Roes);nes,CD 25%,SD 20%,VAT 0%,AIT 5%,RD 3%,ATV 5%,68.33,
03033410,Turbots (Psetta maxima) Wrapped/canned upto 2.5 Kg,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
03033490,Other Turbots (Psetta maxima),CD 25%,SD 20%,VAT 0%,AIT 5%,RD 3%,ATV 5%,68.33,
03033910,Frozen Flat Fish;(Excl.Livers & Roes);Excl.Halibut;Plaice & Sole Wrapped/Cann upto 2.5kg,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
03033990,Frozen Flat Fish;(Excl.Livers & Roes); Excl. Halibut;Plaice And Sole;nes,CD 25%,SD 20%,VAT 0%,AIT 5%,RD 3%,ATV 5%,68.33,
03034110,Frozen Albacore Or Longfinned Tunas(Excl.Livers & Roes)Wrapped/Canned upto 2.5kg,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
03034190,Frozen Albacore Or Longfinned Tunas;(Excl.Livers & Roes);nes,CD 25%,SD 20%,VAT 0%,AIT 5%,RD 3%,ATV 5%,68.33,
03034210,Frozen Yellowfin Tunas; (Excl. Livers & Roes);Wrapped/Canned upto 2.5kg,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
03034290,Frozen Yellowfin Tunas; (Excl. Livers & Roes);nes,CD 25%,SD 20%,VAT 0%,AIT 5%,RD 3%,ATV 5%,68.33,
03034310,Frozen Skipjack Or Stripe-Bellied Bonito(Excl.Livers & Roes)Wrap./Can. upto 2.5kg,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
03034390,Frozen Skipjack Or Stripe-Bellied Bonito(Excl.Livers & Roes);nes,CD 25%,SD 20%,VAT 0%,AIT 5%,RD 3%,ATV 5%,68.33,
03034410,BIGEYE TUNAS (THUNNUS OBESUS) WRAPPED/CANNED UPTO 2.5KG,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
03034490,BIGEYE TUNAS (THUNNUS OBESUS);NES,CD 25%,SD 20%,VAT 0%,AIT 5%,RD 3%,ATV 5%,68.33,
03034510,ATLANTIC & PACIFIC BLUEFIN TUNAS (THUNNUS THYNNUS....) WRAPPED/CANNED UPTO 2.5KG,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
03034590,OTHER ATLANTIC & PACIFIC BLUEFIN TUNAS (THUNNUS..) EXCL WRAPPED/CANNED UPTO 2.5KG,CD 25%,SD 20%,VAT 0%,AIT 5%,RD 3%,ATV 5%,68.33,
03034610,SOUTHERN BLUEFIN TUNAS (THUNNUS MACCOYII) WRAPPED/CANNED UPTO 2.5KG,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
03034690,SOUTHERN BLUEFIN TUNAS (THUNNUS MACCOYII);NES,CD 25%,SD 20%,VAT 0%,AIT 5%,RD 3%,ATV 5%,68.33,
03034910,Frozen Tunas; Nes; (Excl. Livers & Roes);Wrapped/Canned upto 2.5kg,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
03034990,Frozen Tunas; Nes; (Excl. Livers & Roes);nes,CD 25%,SD 20%,VAT 0%,AIT 5%,RD 3%,ATV 5%,68.33,
03035110,Herrings (Clupea harengus;Clupea pallasii);  Wrapped/canned upto 2.5 kg,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
03035190,Herrings (Clupea harengus;Clupea pallasii); NES,CD 25%,SD 20%,VAT 0%,AIT 5%,RD 3%,ATV 5%,68.33,
03035310,Sardines (Sardina pilchardus; Sardinops spp); sardinella .. (Sprattus sprattus); Wrapped,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
03035390,Sardines (Sardina pilchardus; Sardinops spp); sardinella.. (Sprattus sprattus); EXCL.Wra,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
03035410,Mackerel (Scomber scombrus; Scomber australasicus; Scomber japonicus); Wrapped/canned up,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
03035490,Mackerel (Scomber scombrus; Scomber australasicus; Scomber japonicus); EXCL. Wrapped/can,CD 25%,SD 20%,VAT 0%,AIT 5%,RD 3%,ATV 5%,68.33,
03035510,Jack and horse mackerel (Trachurus spp) Wrapped/canned upto 2.5 Kg,CD 25%,SD 20%,VAT 15%,AIT 5%,RD 3%,ATV 5%,91.37,
03035590,Other Jack and horse mackerel (Trachurus spp),CD 25%,SD 20%,VAT 0%,AIT 5%,RD 3%,ATV 5%,68.33,
